alpha_rad,P,FI
7.630009524526490394e-02,9.214650278230740454e-01,3.114527386800541213e-04
1.934477162278938622e-01,9.065156212822951254e-01,1.612150152060063833e-04
3.105953372105227928e-01,8.983372750750415747e-01,1.011819678943300652e-04
4.277429581931517788e-01,9.062218807089379435e-01,8.344737370394177697e-05
5.448905791757806538e-01,9.111959722011458984e-01,9.823319112997455150e-05
6.620382001584096399e-01,9.153849724832634482e-01,1.405226217456958019e-04
7.791858211410386259e-01,8.935014112832929678e-01,1.233994289465150556e-04
8.963334421236675009e-01,9.059582863358274230e-01,1.155128766070380854e-04
1.013481063106296487e+00,9.014904791249264138e-01,9.819850110193194606e-05
1.130628684088925251e+00,9.004209159741911606e-01,9.972760082324848274e-05
1.247776305071554237e+00,9.117126568699441824e-01,1.077688267884121365e-04
1.364923926054183223e+00,9.046334355522291926e-01,1.010216881806503717e-04
1.482071547036812209e+00,8.985402399131582341e-01,9.807023338681382309e-05
1.599219168019441195e+00,9.097003900440843172e-01,8.579658669893787566e-05
1.716366789002069959e+00,9.123438850743619266e-01,8.694263659829168172e-05
1.833514409984698945e+00,9.074880737405894848e-01,8.441958900342767520e-05
1.950662030967327931e+00,8.960731307299387716e-01,9.251639063727704895e-05
2.067809651949957139e+00,8.893706672785954837e-01,7.307482164578253821e-05
2.184957272932585681e+00,9.156764234291248084e-01,8.072651476055397871e-05
2.302104893915214667e+00,8.996545510767985920e-01,7.928309400942354325e-05
2.419252514897843653e+00,9.053117354456480248e-01,7.912816487743870662e-05
2.536400135880472639e+00,8.949655385266319652e-01,1.049806033265727979e-04
2.653547756863101625e+00,9.030860672775465892e-01,1.068215324330673880e-04
2.770695377845730611e+00,9.154005031796429437e-01,1.038808603113264522e-04
2.887842998828359597e+00,9.091384069643342336e-01,1.096738435831318750e-04
3.004990619810988584e+00,9.022037581574443577e-01,1.238847684557042297e-04
3.122138240793617570e+00,9.001685678275500591e-01,1.435818322541162291e-04
3.239285861776246112e+00,9.033675984172893081e-01,1.449479796020439388e-04
3.356433482758875098e+00,9.167293924101739266e-01,1.572070129593025774e-04
3.473581103741504084e+00,8.986904041141335897e-01,1.496567308200625528e-04
3.590728724724133070e+00,9.060406863462986404e-01,1.487640884946364920e-04
3.707876345706762056e+00,9.015806444738891923e-01,1.492903432469180056e-04
3.825023966689391042e+00,9.124428167959387492e-01,2.114433173999376466e-04
3.942171587672020028e+00,9.196683848716414866e-01,2.160019616015233508e-04
4.059319208654649458e+00,9.064928796991423843e-01,1.959145420689732534e-04
4.176466829637277556e+00,9.054800408574581461e-01,2.012867875529596520e-04
4.293614450619906542e+00,9.064113582010165926e-01,1.988187412194014148e-04
4.410762071602535528e+00,9.015045526188649738e-01,1.853358069896409506e-04
4.527909692585164514e+00,9.068505401144406619e-01,1.564817747639607860e-04
4.645057313567793500e+00,8.981345535693080473e-01,1.556293652731307903e-04
4.762204934550422486e+00,8.980461147066456373e-01,1.533340845315976295e-04
4.879352555533051472e+00,9.087360945233347032e-01,1.598210580627092495e-04
4.996500176515680458e+00,9.082794309355964879e-01,2.252785509385586162e-04
5.113647797498309444e+00,9.081406492529817687e-01,2.508973328041103133e-04
5.230795418480938430e+00,9.028435253870197297e-01,2.195565078392092259e-04
5.347943039463567416e+00,9.101941572306286865e-01,1.852116186507122414e-04
5.465090660446196402e+00,9.169841212204749015e-01,1.863874184885541024e-04
5.582238281428825388e+00,9.060864435472919531e-01,1.779593221056816944e-04
5.699385902411454374e+00,8.939567523287372808e-01,1.863650138634518586e-04
5.816533523394083360e+00,8.994596328692379128e-01,2.228422524818034277e-04
5.933681144376712346e+00,8.946741683110109866e-01,2.267424755741012773e-04
6.050828765359341332e+00,9.045090116387912715e-01,2.278497026537477336e-04
6.167976386341970318e+00,9.007396961668796553e-01,2.333290978088250870e-04
6.285124007324599305e+00,9.014078027477288035e-01,2.189168220231784649e-04
6.402271628307227402e+00,8.968059280100737496e-01,1.881259090736375262e-04
6.519419249289856388e+00,9.071934208346871253e-01,1.453633383934918545e-04
6.636566870272485374e+00,9.230046200471399009e-01,1.442540328902038168e-04
