alpha_rad,P,FI
7.304401709635492956e+00,2.654766450699830860e-01,3.750761566190719876e+00
7.384978606352569308e+00,2.003193458765303026e-01,3.656557553281959638e+00
7.465555503069645660e+00,1.321633494372723150e-01,3.398635913739514791e+00
7.546132399786722011e+00,9.693533097765624773e-02,3.132774773857474937e+00
7.626709296503798363e+00,6.053145148834910422e-02,2.683739029477923310e+00
7.707286193220874715e+00,2.927023037051861010e-02,1.966720253919758354e+00
7.787863089937950178e+00,2.052972254665925977e-02,5.941276484376398770e-01
7.868439986655026530e+00,2.324256470240017303e-02,3.102806228376672748e-02
7.949016883372102882e+00,3.417135184515045221e-02,8.881038122328720474e-01
8.029593780089179234e+00,6.330281244447703848e-02,1.874538355165711323e+00
