alpha_rad,P,FI
5.342130262408541913e-02,9.321995784610775937e-01,9.778262802848117219e-03
1.354418884711660609e-01,9.374781539954503140e-01,5.920121797000370278e-02
2.174624743182466957e-01,9.073822927318814235e-01,1.323134188887007401e-01
2.994830601653273305e-01,9.232154475107533509e-01,2.224205460573213389e-01
3.815036460124079376e-01,8.971996575504073146e-01,3.153676242714130717e-01
4.635242318594885447e-01,8.880271647842428173e-01,4.008920424244695746e-01
5.455448177065692628e-01,8.718315735859258897e-01,4.868842378346626143e-01
6.275654035536498698e-01,8.576928201817731745e-01,5.554608905078233239e-01
7.095859894007304769e-01,8.478729534738905782e-01,6.158270426961808264e-01
7.916065752478110840e-01,8.237965784431865446e-01,6.595499682157356380e-01
8.736271610948916910e-01,7.809879086456369413e-01,6.949460968354456147e-01
9.556477469419724091e-01,7.298037276463318346e-01,7.233133033814279633e-01
1.037668332789053016e+00,7.129283377056562232e-01,7.493227527455801340e-01
1.119688918636133845e+00,6.932186194024072545e-01,7.693478946280872810e-01
1.201709504483214452e+00,6.702329132100026676e-01,7.906199266231522804e-01
1.283730090330295059e+00,6.193263432652681422e-01,8.089535536656650150e-01
1.365750676177375666e+00,5.741860129464498863e-01,8.199609928278777105e-01
1.447771262024456274e+00,5.621136412908023239e-01,8.287114995251322336e-01
1.529791847871536881e+00,5.016169857634146245e-01,8.306697891677665702e-01
1.611812433718617488e+00,4.683462864940529657e-01,8.293391412493731352e-01
1.693833019565698095e+00,4.430363781642215892e-01,8.281134893746299186e-01
1.775853605412778924e+00,3.947491840567781685e-01,8.222682419810765087e-01
1.857874191259859531e+00,3.628067154177432307e-01,8.163633947604049812e-01
1.939894777106940138e+00,3.101591338886517391e-01,8.062127465157434836e-01
2.021915362954020523e+00,3.041835919212618200e-01,7.935564346638764865e-01
2.103935948801101574e+00,2.692048773717329313e-01,7.764556815473624418e-01
2.185956534648182181e+00,2.239448396782702522e-01,7.561574793264419503e-01
2.267977120495262788e+00,1.959314623681723266e-01,7.240715575778122748e-01
2.349997706342343395e+00,1.776594838339889959e-01,6.902581648543286708e-01
2.432018292189424002e+00,1.366659653909605976e-01,6.483433464267216451e-01
2.514038878036504610e+00,1.403429682863971129e-01,5.965597286518127262e-01
2.596059463883585217e+00,1.087064770235371403e-01,5.357762011750930586e-01
2.678080049730665824e+00,7.796872435511800759e-02,4.607938797282399301e-01
2.760100635577746431e+00,7.337370459172642967e-02,3.740745633704240514e-01
2.842121221424827038e+00,6.206152213708394927e-02,2.680023226597806896e-01
2.924141807271907645e+00,5.286488914756309887e-02,1.632096202255337580e-01
3.006162393118988252e+00,5.406624138538666802e-02,6.984512545539532657e-02
3.088182978966068859e+00,4.937899296716225656e-02,1.159207612759943773e-02
3.170203564813149466e+00,4.621173633978713224e-02,3.451933310865074045e-03
3.252224150660230073e+00,4.028804979048389995e-02,4.844501277870138373e-02
3.334244736507310680e+00,5.237483153622086995e-02,1.344446262522716873e-01
3.416265322354391731e+00,6.169183271004190922e-02,2.373092283448845763e-01
3.498285908201472338e+00,7.013364443077917121e-02,3.417496493573652372e-01
3.580306494048552945e+00,8.546760433686639846e-02,4.293339355209948027e-01
3.662327079895633553e+00,1.066472487629183397e-01,5.015084310252889699e-01
3.744347665742714160e+00,1.147603992135182299e-01,5.647829623213160843e-01
3.826368251589794767e+00,1.269237346966191338e-01,6.185983337875162746e-01
3.908388837436875374e+00,1.604732078662474692e-01,6.727227784733561533e-01
3.990409423283955981e+00,1.771552512508261790e-01,7.099782541216812515e-01
4.072430009131036144e+00,2.417670900502376374e-01,7.447952550281273787e-01
4.154450594978117195e+00,2.495993588106121264e-01,7.636205937394475729e-01
4.236471180825197358e+00,2.753821818021500722e-01,7.881584310990388254e-01
4.318491766672278409e+00,3.167362627422235510e-01,8.003917673477346506e-01
4.400512352519358572e+00,3.489681307205855787e-01,8.137866766965980991e-01
4.482532938366439623e+00,3.571871857703262654e-01,8.212601791625379066e-01
4.564553524213519786e+00,4.127313377581035003e-01,8.336342093199524683e-01
4.646574110060600837e+00,4.480846954106686986e-01,8.358207737874178145e-01
4.728594695907681000e+00,4.892759120213672208e-01,8.365434483920882736e-01
4.810615281754762051e+00,5.464260932373199431e-01,8.286586183473132472e-01
4.892635867601842214e+00,5.729172225866779877e-01,8.185017209292793083e-01
4.974656453448923266e+00,6.273240201541071537e-01,8.029422369100367440e-01
5.056677039296003429e+00,6.601326258884624432e-01,7.905580816636815777e-01
5.138697625143084480e+00,6.631138038690447267e-01,7.646960085005920504e-01
5.220718210990164643e+00,7.213759956013464647e-01,7.390731853521093075e-01
5.302738796837245694e+00,7.225805219848631111e-01,7.038937369421482959e-01
5.384759382684326745e+00,7.654947403113577797e-01,6.686978700759793615e-01
5.466779968531406908e+00,8.004654741541223917e-01,6.166295771548390148e-01
5.548800554378487959e+00,8.262900245059583426e-01,5.651389583813316575e-01
5.630821140225568122e+00,8.478889842222844253e-01,5.011461450476826229e-01
5.712841726072649173e+00,8.540138350004113921e-01,4.378487817620811406e-01
5.794862311919729336e+00,8.848861731495042404e-01,3.622759941052651755e-01
5.876882897766810387e+00,8.860464093029659649e-01,2.788337569095942770e-01
5.958903483613890550e+00,9.129437826240985876e-01,1.990448515857487222e-01
6.040924069460971602e+00,9.030245206618024989e-01,1.208006684143925757e-01
6.122944655308051765e+00,9.189771221214559915e-01,5.781793975984072381e-02
6.204965241155132816e+00,9.346613121993718742e-01,1.461062553457396183e-02
6.286985827002212979e+00,9.257036683831628698e-01,7.788912201636304978e-05
6.369006412849294030e+00,9.268664522474993062e-01,1.775357732172449382e-02
6.451026998696374193e+00,9.233400926713853929e-01,6.457243274098760366e-02
6.533047584543455244e+00,9.190654661744560583e-01,1.349313376790663432e-01
6.615068170390535407e+00,9.041618883612745350e-01,2.157300407901306116e-01
6.697088756237616458e+00,8.999314783764256198e-01,3.048646551580025954e-01
6.779109342084697509e+00,8.769256497323060229e-01,3.858027230242031536e-01
6.861129927931777672e+00,8.762035026157866113e-01,4.686760678388962598e-01
