alpha_rad,P,FI
2.820715196868636365e+00,6.163221831789145178e-02,4.343861117401787708e-01
2.902118027687704327e+00,5.735891665701638165e-02,3.410197600847017507e-01
2.983520858506772733e+00,4.722067989431468632e-02,2.496149262411879732e-01
3.064923689325841138e+00,4.436389697777999575e-02,1.371765364271733123e-01
3.146326520144909100e+00,3.268902660351695466e-02,4.525754560843111424e-02
3.227729350963977506e+00,2.903430197183780662e-02,7.794307319662796552e-03
3.309132181783045912e+00,4.356316396737313495e-02,5.759391999532343515e-02
3.390535012602114318e+00,4.750993673274505474e-02,1.732149771959111406e-01
3.471937843421182723e+00,5.185211714096044783e-02,2.967760771086542237e-01
3.553340674240250685e+00,6.352194586822763889e-02,4.329204089542906253e-01
3.634743505059319091e+00,7.010768318142568400e-02,5.473399501980619197e-01
3.716146335878387497e+00,9.499452668821053991e-02,6.169728999790677904e-01
3.797549166697455458e+00,1.157017638196959630e-01,6.872654142820013856e-01
3.878951997516523864e+00,1.351301830412498794e-01,7.432399230796498113e-01
3.960354828335592270e+00,1.770637298592198372e-01,7.765539068456226435e-01
4.041757659154661120e+00,1.859057874440001590e-01,7.976666863060908330e-01
4.123160489973729526e+00,2.216396367270037082e-01,8.279960134938301186e-01
4.204563320792797931e+00,2.406121785964354109e-01,8.840184842165609291e-01
4.285966151611866337e+00,2.661404297733371838e-01,9.043230466741751794e-01
4.367368982430933855e+00,3.275111098915526875e-01,9.161272231907739982e-01
4.448771813250002261e+00,3.718522565565937632e-01,9.146083601502049687e-01
4.530174644069070666e+00,3.902953733523404356e-01,9.094654745370396309e-01
4.611577474888139072e+00,4.292675116773791433e-01,9.039723606994258809e-01
4.692980305707207478e+00,4.703684337237258317e-01,8.990381646943936822e-01
4.774383136526275884e+00,4.993340684012863018e-01,8.884444553160445457e-01
4.855785967345344289e+00,5.469498483257045907e-01,8.816116181378622629e-01
4.937188798164411807e+00,6.028331451413028175e-01,8.488595788716974955e-01
5.018591628983480213e+00,6.311435414527656329e-01,8.382420504348825352e-01
5.099994459802548619e+00,6.629547848574844915e-01,8.298331759712097577e-01
5.181397290621617024e+00,6.603838924680501821e-01,8.442955589483875922e-01
5.262800121440685430e+00,7.334589478208757285e-01,8.709622771804753638e-01
5.344202952259753836e+00,7.787900290884899324e-01,8.669455028933824581e-01
5.425605783078822242e+00,7.787482479506228072e-01,8.518242706916078211e-01
5.507008613897890648e+00,8.408058249276074703e-01,8.355516035319938695e-01
5.588411444716959053e+00,8.307758394831052939e-01,8.079010982394163598e-01
5.669814275536026571e+00,8.659640174863432183e-01,7.825149649125113793e-01
5.751217106355094977e+00,9.080154833096129030e-01,7.235324631979439536e-01
5.832619937174163383e+00,9.267213579091220232e-01,6.310473047141157421e-01
5.914022767993231788e+00,9.315279633278945592e-01,5.299604358520377811e-01
5.995425598812300194e+00,9.305821235780312728e-01,4.083463822712158908e-01
6.076828429631368600e+00,9.536805424297924993e-01,2.888588783837323648e-01
6.158231260450437006e+00,9.611411733435749616e-01,1.771697633650785031e-01
