alpha_rad,P,FI
5.301894902031421136e-02,9.881035150552043289e-01,5.449068887478940998e-02
1.344217798393824992e-01,9.838490559382883083e-01,2.442802562053554838e-01
2.158246106584507940e-01,9.721240457172138916e-01,4.390531353603198683e-01
2.972274414775191165e-01,9.648659013433881215e-01,5.765259479664024411e-01
3.786302722965874112e-01,9.649309640797049115e-01,7.382342278894336030e-01
4.600331031156557060e-01,9.475255433464839783e-01,8.192079989936204010e-01
5.414359339347240008e-01,9.421369470788835132e-01,8.836869533350190098e-01
6.228387647537922955e-01,9.073379483360191067e-01,8.878779484897263430e-01
7.042415955728605903e-01,8.727414673561931791e-01,8.620527916261429002e-01
7.856444263919288851e-01,8.392758711772473346e-01,8.671388246674112121e-01
8.670472572109971798e-01,8.361090354109076417e-01,8.971525452731033967e-01
9.484500880300654746e-01,8.158197363542621927e-01,9.242470648611481598e-01
1.029852918849133658e+00,7.774195090006259523e-01,9.547161888595581125e-01
1.111255749668202064e+00,7.321758834038939456e-01,9.666840705057119232e-01
1.192658580487270248e+00,6.901040440412476995e-01,9.638316857565134566e-01
1.274061411306338432e+00,6.465452756450950078e-01,9.538677738002250273e-01
1.355464242125406837e+00,6.288366292242273392e-01,9.410235727542949347e-01
1.436867072944475243e+00,5.927951008308879333e-01,9.425874605101679515e-01
1.518269903763543427e+00,5.500337584375369904e-01,9.374016885780221964e-01
1.599672734582611611e+00,4.969994034360565305e-01,9.228103943905267004e-01
1.681075565401680016e+00,4.592588544764970582e-01,8.946289070427035917e-01
1.762478396220748422e+00,4.274390139354998230e-01,8.451936329524162295e-01
1.843881227039816606e+00,3.796528517846687878e-01,8.254236864148154496e-01
1.925284057858884790e+00,3.742949866899583089e-01,8.276547080019714953e-01
2.006686888677953196e+00,3.213003566432495184e-01,8.369230918007947162e-01
2.088089719497021601e+00,2.879799117821348897e-01,8.419092917498440798e-01
2.169492550316090007e+00,2.491207212439919272e-01,8.415477394927035615e-01
2.250895381135157969e+00,2.126097685330934906e-01,8.280773774507887985e-01
2.332298211954226375e+00,1.978442197825863724e-01,8.010938818410935358e-01
2.413701042773294780e+00,1.700453390816946131e-01,7.878109418112100304e-01
2.495103873592362742e+00,1.540940836032707317e-01,7.716489026262870476e-01
2.576506704411431148e+00,1.088293330051254143e-01,7.352256462943598248e-01
2.657909535230499554e+00,7.234901918236726071e-02,6.312565777065919370e-01
2.739312366049567959e+00,8.103786039386846884e-02,5.325065672349953427e-01
2.820715196868636365e+00,6.966348739429989445e-02,4.136389043647973329e-01
2.902118027687704327e+00,5.867717898280126743e-02,2.993417703639473237e-01
2.983520858506772733e+00,4.523365759371120870e-02,1.961899631154361279e-01
3.064923689325841138e+00,3.846438003463571731e-02,7.789252983716601908e-02
3.146326520144909100e+00,3.513674000853139745e-02,8.654434230945459716e-03
3.227729350963977506e+00,2.654940981604497069e-02,1.872664863178393271e-02
3.309132181783045912e+00,3.780576488132678104e-02,1.127929834477478799e-01
3.390535012602114318e+00,3.867785552010650357e-02,2.403971060417028349e-01
3.471937843421182723e+00,6.599247676830624632e-02,3.757900344419975447e-01
3.553340674240250685e+00,6.737948511768396265e-02,4.758715477617203038e-01
3.634743505059319091e+00,7.810879598856802775e-02,5.765736165870124497e-01
3.716146335878387497e+00,1.103007964532947416e-01,6.793412827725746617e-01
3.797549166697455458e+00,1.091381717183309841e-01,7.308085220751318056e-01
3.878951997516523864e+00,1.722483478913194310e-01,7.693913389510774747e-01
3.960354828335592270e+00,1.863522655779931980e-01,8.113330843164321404e-01
4.041757659154661120e+00,1.818971534441183036e-01,8.564266662822450638e-01
4.123160489973729526e+00,2.416897424528309524e-01,8.893459830065907346e-01
4.204563320792797931e+00,2.812299129061424097e-01,8.995598593847946578e-01
4.285966151611866337e+00,2.853306650076183337e-01,9.141202967103214672e-01
4.367368982430933855e+00,3.473300328950256755e-01,9.231518370071881696e-01
4.448771813250002261e+00,3.683457537843886076e-01,9.308528389130464875e-01
4.530174644069070666e+00,4.330874928514302225e-01,8.990226508736319788e-01
4.611577474888139072e+00,4.600568029582714491e-01,8.939624475710624685e-01
4.692980305707207478e+00,4.828942298024996305e-01,9.070835898877115389e-01
4.774383136526275884e+00,5.621353914215864167e-01,8.800737248998276030e-01
4.855785967345344289e+00,5.584800204604459806e-01,8.739825206841874694e-01
4.937188798164411807e+00,6.030663614450727517e-01,8.768251508732997079e-01
5.018591628983480213e+00,6.464144437561202272e-01,8.726207033959858528e-01
5.099994459802548619e+00,6.685221226898282465e-01,8.891324628680823405e-01
5.181397290621617024e+00,7.209042800024574316e-01,8.834129163147086405e-01
5.262800121440685430e+00,7.453532004914859010e-01,8.814842531076461096e-01
5.344202952259753836e+00,7.778939309305882288e-01,8.795326378614527485e-01
5.425605783078822242e+00,8.180193487132971786e-01,8.622479014325895585e-01
5.507008613897890648e+00,8.489098946557155356e-01,8.303848909833455583e-01
5.588411444716959053e+00,8.597318427195609347e-01,7.648012951111958779e-01
5.669814275536026571e+00,8.863655925398178370e-01,7.400147659165445813e-01
