delta_Q2_freq_th
-8.452262220252187399e+04
-8.462350005981358117e+04
-8.472456785927827877e+04
-8.482582609904868877e+04
-8.492727527895095409e+04
-8.502891590051181265e+04
-8.513074846696571331e+04
-8.523277348326198990e+04
-8.533499145607213723e+04
-8.543740289379699971e+04
-8.554000830657413462e+04
-8.564280820628508809e+04
-8.574580310656280199e+04
-8.584899352279903542e+04
-8.595237997215177165e+04
-8.605596297355269780e+04
-8.615974304771478637e+04
-8.626372071713976038e+04
-8.636789650612580590e+04
-8.647227094077509537e+04
-8.657684454900150013e+04
-8.668161786053837568e+04
-8.678659140694618691e+04
-8.689176572162042430e+04
-8.699714133979931648e+04
-8.710271879857181921e+04
-8.720849863688542973e+04
-8.731448139555421949e+04
-8.742066761726676486e+04
-8.752705784659420897e+04
-8.763365262999832339e+04
-8.774045251583967183e+04
-8.784745805438567186e+04
-8.795466979781891860e+04
-8.806208830024529016e+04
-8.816971411770238774e+04
-8.827754780816771381e+04
-8.838558993156714132e+04
-8.849384104978328105e+04
-8.860230172666395083e+04
-8.871097252803067386e+04
-8.881985402168723522e+04
-8.892894677742826752e+04
-8.903825136704785109e+04
-8.914776836434824509e+04
-8.925749834514856047e+04
-8.936744188729357847e+04
-8.947759957066249626e+04
-8.958797197717787640e+04
-8.969855969081445073e+04
-8.980936329760817171e+04
-8.992038338566513266e+04
-9.003162054517066281e+04
-9.014307536839837849e+04
-9.025474844971939456e+04
-9.036664038561141933e+04
-9.047875177466803871e+04
-9.059108321760802937e+04
-9.070363531728464295e+04
-9.081640867869500653e+04
-9.092940390898956684e+04
-9.104262161748156359e+04
-9.115606241565651726e+04
-9.126972691718190617e+04
-9.138361573791671253e+04
-9.149772949592114310e+04
-9.161206881146636442e+04
-9.172663430704425264e+04
-9.184142660737730330e+04
-9.195644633942842484e+04
-9.207169413241097936e+04
-9.218717061779869255e+04
-9.230287642933575262e+04
-9.241881220304689487e+04
-9.253497857724757341e+04
-9.265137619255413301e+04
-9.276800569189409725e+04
-9.288486772051650041e+04
-9.300196292600220477e+04
-9.311929195827440708e+04
-9.323685546960907232e+04
-9.335465411464545468e+04
-9.347268855039679329e+04
-9.359095943626080407e+04
-9.370946743403057917e+04
-9.382821320790516620e+04
-9.394719742450055492e+04
-9.406642075286047475e+04
-9.418588386446733784e+04
-9.430558743325328396e+04
-9.442553213561121083e+04
-9.454571865040589182e+04
-9.466614765898516634e+04
-9.478681984519121761e+04
-9.490773589537179214e+04
-9.502889649839163758e+04
-9.515030234564389684e+04
-9.527195413106158958e+04
-9.539385255112919549e+04
-9.551599830489420856e+04
-9.563839209397889499e+04
-9.576103462259193475e+04
-9.588392659754032502e+04
-9.600706872824115271e+04
-9.613046172673359979e+04
-9.625410630769091949e+04
-9.637800318843247078e+04
-9.650215308893589827e+04
-9.662655673184926854e+04
-9.675121484250339563e+04
-9.687612814892415190e+04
-9.700129738184482267e+04
-9.712672327471862081e+04
-9.725240656373121601e+04
-9.737834798781330755e+04
-9.750454828865335730e+04
-9.763100821071024984e+04
-9.775772850122618547e+04
-9.788470991023951501e+04
-9.801195319059774920e+04
-9.813945909797050990e+04
-9.826722839086267049e+04
-9.839526183062758355e+04
-9.852356018148020667e+04
-9.865212421051051933e+04
-9.878095468769691070e+04
-9.891005238591958187e+04
-9.903941808097416651e+04
-9.916905255158527871e+04
-9.929895657942029356e+04
-9.942913094910305517e+04
-9.955957644822773000e+04
-9.969029386737273308e+04
-9.982128400011479971e+04
-9.995254764304295531e+04
-1.000840855957727908e+05
-1.002158986609606218e+05
-1.003479876443178364e+05
-1.004803533546253457e+05
-1.006129966037479753e+05
-1.007459182066491339e+05
-1.008791189814053650e+05
-1.010125997492211463e+05
-1.011463613344437035e+05
-1.012804045645778533e+05
-1.014147302703010500e+05
-1.015493392854783888e+05
-1.016842324471778411e+05
-1.018194105956854328e+05
-1.019548745745205815e+05
-1.020906252304515219e+05
-1.022266634135108179e+05
-1.023629899770109187e+05
-1.024996057775598747e+05
-1.026365116750770685e+05
-1.027737085328091343e+05
-1.029111972173458635e+05
-1.030489785986362112e+05
-1.031870535500045371e+05
-1.033254229481667280e+05
-1.034640876732465695e+05
-1.036030486087921599e+05
-1.037423066417924128e+05
-1.038818626626936311e+05
-1.040217175654162565e+05
-1.041618722473716480e+05
-1.043023276094789471e+05
-1.044430845561821188e+05
-1.045841439954670059e+05
-1.047255068388785294e+05
-1.048671740015379473e+05
-1.050091464021603315e+05
-1.051514249630719423e+05
-1.052940106102278951e+05
-1.054369042732298694e+05
-1.055801068853438337e+05
-1.057236193835180165e+05
-1.058674427084008639e+05
-1.060115778043591999e+05
-1.061560256194964022e+05
-1.063007871056707518e+05
-1.064458632185138413e+05
-1.065912549174491578e+05
-1.067369631657107093e+05
-1.068829889303617529e+05
-1.070293331823136978e+05
-1.071759968963451538e+05
-1.073229810511208634e+05
-1.074702866292110411e+05
-1.076179146171106695e+05
-1.077658660052588966e+05
-1.079141417880585941e+05
-1.080627429638960748e+05
-1.082116705351607816e+05
-1.083609255082652962e+05
-1.085105088936652755e+05
-1.086604217058796203e+05
-1.088106649635107169e+05
-1.089612396892648394e+05
-1.091121469099726528e+05
-1.092633876566098043e+05
-1.094149629643176741e+05
-1.095668738724242867e+05
-1.097191214244652656e+05
-1.098717066682049772e+05
-1.100246306556577474e+05
-1.101778944431092968e+05
-1.103314990911381901e+05
-1.104854456646374747e+05
-1.106397352328364941e+05
-1.107943688693227305e+05
-1.109493476520638651e+05
-1.111046726634299412e+05
-1.112603449902156281e+05
-1.114163657236627041e+05
-1.115727359594825830e+05
-1.117294567978790146e+05
-1.118865293435710046e+05
-1.120439547058156604e+05
-1.122017339984314458e+05
-1.123598683398213761e+05
-1.125183588529964327e+05
-1.126772066655991075e+05
-1.128364129099271377e+05
-1.129959787229572830e+05
-1.131559052463693370e+05
-1.133161936265702534e+05
-1.134768450147184485e+05
-1.136378605667481752e+05
-1.137992414433941740e+05
-1.139609888102163532e+05
-1.141231038376246433e+05
-1.142855877009041578e+05
-1.144484415802402073e+05
-1.146116666607438237e+05
-1.147752641324771103e+05
-1.149392351904790121e+05
-1.151035810347910883e+05
-1.152683028704835015e+05
-1.154334019076811819e+05
-1.155988793615900795e+05
-1.157647364525236771e+05
-1.159309744059296645e+05
-1.160975944524166553e+05
-1.162645978277811664e+05
-1.164319857730348449e+05
-1.165997595344316651e+05
-1.167679203634954756e+05
-1.169364695170476043e+05
-1.171054082572347688e+05
-1.172747378515569580e+05
-1.174444595728956920e+05
-1.176145746995423542e+05
-1.177850845152267138e+05
-1.179559903091456654e+05
-1.181272933759920707e+05
-1.182989950159838918e+05
-1.184710965348934405e+05
-1.186435992440768023e+05
-1.188165044605034927e+05
-1.189898135067862313e+05
-1.191635277112110925e+05
-1.193376484077675123e+05
-1.195121769361788320e+05
-1.196871146419328143e+05
-1.198624628763124783e+05
-1.200382229964270518e+05
-1.202143963652431412e+05
-1.203909843516161345e+05
-1.205679883303218085e+05
-1.207454096820880368e+05
-1.209232497936268628e+05
-1.211015100576666300e+05
-1.212801918729844183e+05
-1.214592966444386693e+05
-1.216388257830019575e+05
-1.218187807057940809e+05
-1.219991628361152689e+05
-1.221799736034796661e+05
-1.223612144436489762e+05
-1.225428867986664845e+05
-1.227249921168909932e+05
-1.229075318530312798e+05
-1.230905074681806436e+05
-1.232739204298517143e+05
-1.234577722120114049e+05
-1.236420642951162154e+05
-1.238267981661476952e+05
-1.240119753186481685e+05
-1.241975972527566191e+05
-1.243836654752449540e+05
-1.245701814995543536e+05
-1.247571468458319578e+05
-1.249445630409677542e+05
-1.251324316186317301e+05
-1.253207541193112411e+05
-1.255095320903486718e+05
-1.256987670859792706e+05
-1.258884606673693779e+05
-1.260786144026546826e+05
-1.262692298669789307e+05
-1.264603086425328511e+05
-1.266518523185932572e+05
-1.268438624915624969e+05
-1.270363407650081062e+05
-1.272292887497027550e+05
-1.274227080636644969e+05
-1.276166003321971948e+05
-1.278109671879313100e+05
-1.280058102708649094e+05
-1.282011312284049491e+05
-1.283969317154088785e+05
-1.285932133942264772e+05
