alpha_rad,P,FI
7.304401709635492956e+00,2.654766450699830860e-01,3.750761566122036150e+00
7.384978606352569308e+00,2.003193458765303026e-01,3.656557553406400096e+00
7.465555503069645660e+00,1.321633494372723427e-01,3.398635911680337518e+00
7.546132399786722011e+00,9.693533097765624773e-02,3.132774772664401297e+00
7.626709296503798363e+00,6.053145148834909728e-02,2.683739025623569141e+00
7.707286193220874715e+00,2.927023037051861010e-02,1.966720250441982065e+00
7.787863089937950178e+00,2.052972254665925977e-02,5.941276455698737413e-01
7.868439986655026530e+00,2.324256470240016956e-02,3.102806205490272334e-02
7.949016883372102882e+00,3.417135184515045915e-02,8.881038048518947736e-01
8.029593780089179234e+00,6.330281244447703848e-02,1.874538331475263275e+00
