P_00,P_01,P_10,P_11
0.04269248823335544,0.9184085096265564,0.035130312488174636,0.003768689651913574
0.04278645717158171,0.9091983857973326,0.04114095479293785,0.00687420223814795
0.0492816092362096,0.9063136805542978,0.028331702040758036,0.01607300816873459
0.060747220216561676,0.9031742925594731,0.02920184285582758,0.00687664436813761
0.04962389797280639,0.9105183864963963,0.020207270607288202,0.01965044492350937
0.0669178655783321,0.8824979910705478,0.025497014221983534,0.025087129129136233
0.07255595368451667,0.8645826972676328,0.036540055048787705,0.02632129399906265
0.10138738261529535,0.8286054059696524,0.027705782825576005,0.042301428589476234
0.10754169481313096,0.8312620413647979,0.022545369537107215,0.038650894284964106
0.10681047808459758,0.7816388173829479,0.04177048713138089,0.06978021740107389
0.14657825267377966,0.7371986468578687,0.028915006885127176,0.0873080935832245
0.1399962155113192,0.7422446490562056,0.01977129693046478,0.09798783850201051
0.15694775104703854,0.7106293094090035,0.017576508198020917,0.11484643134593707
0.21143681110451107,0.6228032150725422,0.022582933478453755,0.1431770403444929
0.18861228569801144,0.6344362318786954,0.019961468505320636,0.15699001391797293
0.20218790644171714,0.6174949671823934,0.022358840663506456,0.15795828571238268
0.25899086460081094,0.5527969788308184,0.0154196848279793,0.17279247174039142
0.27061098744790896,0.5342248315356106,0.011668625363180762,0.18349555565329984
0.296462509215828,0.46314799543259316,0.007619050985473337,0.23277044436610553
0.2808189987246148,0.4372302361280854,0.006981578880035903,0.27496918626726374
0.3418130649466268,0.4055736317772409,0.0010356413706939342,0.2515776619054385
0.33882796339222476,0.3630127781073113,0.013705544524862154,0.2844537139756016
0.3530710759950569,0.347331428354078,0.009642227407854559,0.28995526824301066
0.374237102533396,0.2759004235025727,0.01835952453248251,0.33150294943154884
0.409816944131709,0.24436898792906842,0.013053636505882897,0.33276043143333967
0.39774071863578464,0.2485761925139228,0.00945171974392165,0.34423136910637103
0.4349231557760314,0.19513130888155922,0.0028834644010506897,0.3670620709413587
0.4542926697504695,0.15663378147057214,0.0020381152485220043,0.3870354335304367
0.43121917559617967,0.13644043159936242,0.01149453245258145,0.4208458603518765
0.47743743682965684,0.11725345945630557,0.00283877924227206,0.4024703244717656
0.4596331645213419,0.0892140595617109,0.004582345404137983,0.44657043051280904
0.4770195048457079,0.07842242300795392,0.007119994928484101,0.43743807721785405
0.46911552106344595,0.07558282229404045,0.008846136097976284,0.4464555205445373
0.4950515808122088,0.06074955683814584,0.004132824810736859,0.44006603753890866
0.5157809594329598,0.051199862991119435,0.005370812896574193,0.4276483646793465
0.5313865927141749,0.0429795636249339,0.0010814886104193377,0.4245523550504718
0.4773270480187268,0.046976541828041916,0.0018878771479296837,0.47380853300530157
0.5116831470876557,0.03211961019001877,0.0023968042293625157,0.45380043849296303
0.49139494978276127,0.043014046512455925,0.009566223251533137,0.4560247804532497
0.4836586382536425,0.032423567493919045,0.005388194935443792,0.47852959931699457
0.46643929714748766,0.06944223945807515,0.003581512746423371,0.4605369506480137
0.48582811546496085,0.06456129764320906,0.0059996264662055595,0.44361096042562465
0.5000605751183864,0.09268313331758651,0.009234836796452749,0.3980214547675743
0.455248079023127,0.13108814960663556,0.006062306406910158,0.4076014649633274
0.4347826641150933,0.13795594857882434,0.0043211577064589364,0.4229402295996235
0.45908212419793176,0.15582858587784926,0.0045237484832594405,0.38056554144095955
0.4158874479518775,0.18320274428719277,0.0031731024110771616,0.39773670534985267
0.4184817687897961,0.20449013510284744,0.01063877236229162,0.366389323745065
0.4066420084292796,0.24503383400752074,0.009760328288952982,0.33856382927424655
0.38467651011385223,0.2864874169765258,0.0006442680390078968,0.32819180487061417
0.3455292418472141,0.34018425206513603,0.009141164727768974,0.30514534135988086
0.2923842657785314,0.3842627350068083,0.004949657159098178,0.3184033420555621
0.3479668278385163,0.32299406013641563,0.00582973787287221,0.3232093741521961
0.2833258474464489,0.4315942443551003,0.0068614997713636085,0.2782184084270872
0.3007233977125742,0.42734812496314034,0.003822498768366439,0.2681059785559191
0.25758080135429434,0.4702039257111718,0.012517393588776016,0.25969787934575767
0.218390765043935,0.5404234032171465,0.0062127714439010745,0.23497306029501727
0.21405695332043062,0.5734102315479438,0.006989372715029333,0.20554344241659625
0.1947952644181382,0.6085218702030111,0.003894479986249892,0.19278838539260054
0.17071771985685696,0.637791358173616,0.006616498128763032,0.1848744238407638
0.15514434343550887,0.6663423803464115,0.017799633254738625,0.16071364296334098
0.12494124980983123,0.7323814398190046,0.004630078028215654,0.1380472323429485
