alpha_rad,FI
5.254529550839488056e-02,4.529664244162551201e-02
6.054017530546797199e-02,5.915940532752138326e-02
6.853505510254107036e-02,7.444478615516561537e-02
7.652993489961416873e-02,9.097646002000066290e-02
8.452481469668726710e-02,1.085750318311960311e-01
9.251969449376035159e-02,1.270620883996886052e-01
1.005145742908334500e-01,1.462637444703883127e-01
1.085094540879065483e-01,1.900009975106051185e-01
1.165043338849796328e-01,2.122762675556349177e-01
1.244992136820527451e-01,2.346642067482050398e-01
1.324940934791258296e-01,2.570185177924256270e-01
1.404889732761989141e-01,2.792114401659591683e-01
1.484838530732720263e-01,3.011331331257998123e-01
1.564787328703451108e-01,3.226910592183213633e-01
1.644736126674181953e-01,3.869713027275074047e-01
1.724684924644913075e-01,4.085086039231963784e-01
1.804633722615643920e-01,4.293209541909483451e-01
1.884582520586374765e-01,4.493862905008499387e-01
1.964531318557105888e-01,4.686938609048336701e-01
2.044480116527836733e-01,4.872409981098798082e-01
2.124428914498567855e-01,5.593834715281881254e-01
2.204377712469298700e-01,5.759202531957385851e-01
2.284326510440029545e-01,5.916568750162575219e-01
2.364275308410760668e-01,6.066259393012860546e-01
2.444224106381491513e-01,6.208602852145577167e-01
2.524172904352222635e-01,6.343935055563819647e-01
2.604121702322953480e-01,6.472586556703668892e-01
2.684070500293684325e-01,6.645841606148331637e-01
2.764019298264415170e-01,6.761879927397005385e-01
2.843968096235146570e-01,6.872111863062373427e-01
2.923916894205877415e-01,6.976848539729447740e-01
3.003865692176608260e-01,7.076385102150533069e-01
3.083814490147339105e-01,7.171006157133265058e-01
3.163763288118069950e-01,7.254655759629898837e-01
3.243712086088800794e-01,7.340197986463486979e-01
3.323660884059532195e-01,7.421574101050042449e-01
3.403609682030263039e-01,7.499015676477207570e-01
3.483558480000993884e-01,7.572742971133257228e-01
3.563507277971724729e-01,7.642962410776639182e-01
3.643456075942455574e-01,7.709870320334060168e-01
3.723404873913186974e-01,7.701410916968497444e-01
3.803353671883917819e-01,7.763282190356693979e-01
3.883302469854648664e-01,7.822331406255454977e-01
3.963251267825379509e-01,7.878711775459025235e-01
4.043200065796110354e-01,7.932567921696946911e-01
4.123148863766841199e-01,7.984035107008101706e-01
4.203097661737572599e-01,8.033241577879550732e-01
4.283046459708303444e-01,8.089382587856347451e-01
4.362995257679034289e-01,8.134038025410144090e-01
4.442944055649765134e-01,8.176780253550351985e-01
4.522892853620495979e-01,8.217709360164776600e-01
4.602841651591227379e-01,8.256919759877124898e-01
4.682790449561958224e-01,8.294499766423105713e-01
4.762739247532689069e-01,8.231780838872622130e-01
4.842688045503419914e-01,8.267608724559750710e-01
4.922636843474150758e-01,8.302008084608377692e-01
5.002585641444882159e-01,8.335048883689132326e-01
5.082534439415613559e-01,8.366797267387348080e-01
5.162483237386343848e-01,8.397315638474801558e-01
5.242432035357075248e-01,8.426662962579716254e-01
5.322380833327805538e-01,8.302241836713133427e-01
5.402329631298536938e-01,8.331170929735586261e-01
