alpha_rad,FI
2.994706958799536523e+00,8.504020671533337739e-01
3.002701961130923802e+00,7.421662807558472297e-01
3.010696963462310638e+00,6.972833137949409066e-01
3.018691965793697918e+00,6.527040639882996098e-01
3.026686968125085198e+00,6.085512603311047375e-01
3.034681970456472477e+00,5.649536304267638309e-01
3.042676972787859757e+00,5.220455326075726932e-01
3.050671975119246593e+00,4.293485068239800140e-01
3.058666977450633873e+00,3.897748304087709781e-01
3.066661979782021152e+00,3.514978300630550168e-01
3.074656982113408432e+00,3.146679085436757672e-01
3.082651984444795712e+00,2.794359818855979838e-01
3.090646986776182548e+00,2.459518194609258135e-01
3.098641989107569827e+00,2.143628954960835886e-01
3.106636991438957107e+00,1.515856589324632575e-01
3.114631993770344387e+00,1.268019071642746409e-01
3.122626996101731223e+00,1.044730371679063324e-01
3.130621998433118502e+00,8.471162476484496440e-02
3.138617000764505782e+00,6.761954413604438774e-02
3.146612003095893062e+00,5.328642678354707923e-02
3.154607005427280342e+00,2.963848828749147610e-02
3.162602007758667177e+00,2.415941728248832687e-02
3.170597010090054457e+00,2.168254061564245730e-02
3.178592012421441737e+00,2.222035056349391802e-02
3.186587014752829017e+00,2.576886024225872804e-02
3.194582017084216297e+00,3.230769406685848888e-02
3.202577019415603132e+00,4.180037427644815728e-02
3.210572021746990412e+00,6.732715408393852297e-02
3.218567024078377692e+00,8.559108765142141306e-02
3.226562026409764972e+00,1.065470496248380611e-01
3.234557028741152251e+00,1.300844560619436596e-01
3.242552031072539087e+00,1.560821114235936558e-01
3.250547033403926367e+00,1.844094411898754282e-01
3.258542035735313647e+00,2.499027984763110000e-01
3.266537038066700926e+00,2.850776818151119496e-01
3.274532040398088206e+00,3.220164630725522725e-01
3.282527042729475042e+00,3.605583857835649719e-01
3.290522045060862322e+00,4.005425970450424700e-01
3.298517047392249602e+00,4.418093467427552379e-01
3.306512049723636881e+00,4.842009635745663787e-01
3.314507052055024161e+00,5.797141307139688227e-01
3.322502054386410997e+00,6.255265334990058879e-01
3.330497056717798277e+00,6.718667210413745705e-01
3.338492059049185556e+00,7.185973252557176227e-01
3.346487061380572836e+00,7.655883792982011160e-01
3.354482063711959672e+00,8.127173115738713927e-01
3.362477066043346952e+00,8.598694948225864554e-01
3.370472068374734231e+00,9.722972966438266917e-01
3.378467070706121511e+00,1.019939482979268286e+00
3.386462073037508791e+00,1.067185357432386628e+00
3.394457075368895627e+00,1.113957656229133120e+00
3.402452077700282906e+00,1.160186931767026808e+00
3.410447080031670186e+00,1.205810838561589549e+00
3.418442082363057466e+00,1.320057545800724652e+00
3.426437084694444746e+00,1.364504504799282314e+00
3.434432087025831581e+00,1.408118737739152637e+00
3.442427089357218861e+00,1.450869475833521216e+00
3.450422091688606141e+00,1.492731110233838754e+00
3.458417094019993421e+00,1.533682958458236545e+00
3.466412096351380701e+00,1.573708614680175533e+00
3.474407098682767536e+00,1.686053503978964585e+00
3.482402101014154816e+00,1.723954129639629018e+00
3.490397103345542096e+00,1.760858099616326777e+00
3.498392105676929376e+00,1.796767470451390958e+00
3.506387108008316655e+00,1.831686633889876514e+00
3.514382110339703491e+00,1.865622112870690907e+00
3.522377112671090771e+00,1.969553546629560170e+00
3.530372115002478051e+00,2.001139717433289444e+00
3.538367117333865330e+00,2.031750906275511692e+00
3.546362119665252610e+00,2.061402405425858397e+00
3.554357121996639446e+00,2.090110226259824788e+00
3.562352124328026726e+00,2.117890984520712561e+00
3.570347126659414005e+00,2.144761738163886378e+00
3.578342128990801285e+00,2.243011894984156651e+00
3.586337131322188121e+00,2.267586780108938438e+00
3.594332133653575401e+00,2.291300194215596608e+00
3.602327135984962680e+00,2.314171471151493353e+00
3.610322138316349960e+00,2.336219722386215114e+00
3.618317140647737240e+00,2.357463783851792893e+00
3.626312142979124076e+00,2.449952228609411531e+00
3.634307145310511356e+00,2.469092568350177874e+00
3.642302147641898635e+00,2.487487428907468878e+00
3.650297149973285915e+00,2.505155026095061022e+00
3.658292152304673195e+00,2.522113007703810972e+00
3.666287154636060031e+00,2.538378460163940975e+00
3.674282156967447310e+00,2.553967877044820423e+00
3.682277159298834590e+00,2.633415541624860801e+00
3.690272161630221870e+00,2.647236097733230320e+00
3.698267163961609150e+00,2.660435083824634894e+00
3.706262166292995985e+00,2.673026982766444792e+00
3.714257168624383265e+00,2.685025623634452518e+00
3.722252170955770545e+00,2.696444213692671177e+00
3.730247173287157825e+00,2.707295311643439284e+00
3.738242175618545104e+00,2.775954750594135767e+00
3.746237177949931940e+00,2.785355218498261731e+00
3.754232180281319220e+00,2.794232322145194569e+00
3.762227182612706500e+00,2.802596291440358822e+00
3.770222184944093780e+00,2.810456750530325731e+00
3.778217187275481059e+00,2.817822745915510740e+00
3.786212189606867895e+00,2.881880795488085401e+00
3.794207191938255175e+00,2.888008564782111431e+00
3.802202194269642455e+00,2.893676582792371388e+00
3.810197196601029734e+00,2.898891614111267945e+00
3.818192198932416570e+00,2.903659855238833298e+00
3.826187201263803850e+00,2.907986957127689731e+00
3.834182203595191130e+00,2.911878050270812590e+00
3.842177205926578409e+00,2.967438475464752923e+00
