alpha_rad,FI
5.327495559283002002e-02,3.636483568455417970e-03
6.138085474208944403e-02,4.819354025528473084e-03
6.948675389134886804e-02,6.163997304837461749e-03
7.759265304060827817e-02,7.668461718298997219e-03
8.569855218986771606e-02,9.330578081019344841e-03
9.380445133912712619e-02,1.114912033814130336e-02
1.019103504883865502e-01,1.312050342641618572e-02
1.100162496376459742e-01,1.437016046613593008e-02
1.181221487869053982e-01,1.651123671602290274e-02
1.262280479361648222e-01,1.878911636953366909e-02
1.343339470854242323e-01,2.120051763641941922e-02
1.424398462346836702e-01,2.374258074950300057e-02
1.505457453839430804e-01,2.641163750090442380e-02
1.586516445332025183e-01,2.920453933566048710e-02
1.667575436824619284e-01,3.058660387530551250e-02
1.748634428317213385e-01,3.347757222026916807e-02
1.829693419809807764e-01,3.647717229230736796e-02
1.910752411302401865e-01,3.958219655617944283e-02
1.991811402794996244e-01,4.278890199284655221e-02
2.072870394287590345e-01,4.609359679337319410e-02
2.153929385780184724e-01,4.756231873755405876e-02
2.234988377272778826e-01,5.092424600896487685e-02
2.316047368765373204e-01,5.437102044675751200e-02
2.397106360257967306e-01,5.789910587973957912e-02
2.478165351750561407e-01,6.150482881923559353e-02
2.559224343243156063e-01,6.518460065566630823e-02
2.640283334735750165e-01,6.893492124426696399e-02
2.721342326228344266e-01,7.049159838477205009e-02
2.802401317720938367e-01,7.426332808333518942e-02
2.883460309213532469e-01,7.809438553258221671e-02
2.964519300706126570e-01,8.198142984545374323e-02
3.045578292198721226e-01,8.592100456309402501e-02
3.126637283691315328e-01,8.990983791519786827e-02
3.207696275183909429e-01,9.145372123823482247e-02
3.288755266676503530e-01,9.543773055376664205e-02
3.369814258169098187e-01,9.946158975649910250e-02
3.450873249661692288e-01,1.035222626627099046e-01
3.531932241154286389e-01,1.076167023360872360e-01
3.612991232646880491e-01,1.117420156683823079e-01
3.694050224139475147e-01,1.158952807055870365e-01
3.775109215632069248e-01,1.186413186644622725e-01
3.856168207124663350e-01,1.228046630258196742e-01
3.937227198617257451e-01,1.269883356408253727e-01
4.018286190109851552e-01,1.311896942639441399e-01
4.099345181602446209e-01,1.354062061531152161e-01
4.180404173095040310e-01,1.396353733748887105e-01
4.261463164587634411e-01,1.438747812073672971e-01
4.342522156080228513e-01,1.486086988896284100e-01
4.423581147572822614e-01,1.528797154573754979e-01
4.504640139065417270e-01,1.571543185778590535e-01
4.585699130558011372e-01,1.614303517752479489e-01
4.666758122050605473e-01,1.657057118085051295e-01
4.747817113543199574e-01,1.699783861119474326e-01
4.828876105035794231e-01,1.757280584097917486e-01
4.909935096528388332e-01,1.800247498035129345e-01
4.990994088020982433e-01,1.843129352982512403e-01
