P_00,P_01,P_10,P_11
0.061080963035225685,0.87541484515775,0.06068235316330121,0.0028218386437229995
0.06974315425122946,0.8652165744776452,0.05740350586423044,0.007636765406894911
0.06566224824196926,0.8547141105157497,0.07571871626005744,0.0039049249822237274
0.08577509794764068,0.8091680097325332,0.08427920714833957,0.02077768517148658
0.08133752898501952,0.7905687849478213,0.10621196116556204,0.021881724901597073
0.12193422483392262,0.725065066806365,0.10198348654017847,0.05101722181953405
0.11164208984108757,0.7098057262221716,0.1283939187647467,0.05015826517199411
0.12490532521970937,0.6738545890065115,0.13738015527150113,0.06385993050227806
0.15171770564378662,0.5745175505219547,0.17479163623915403,0.09897310759510485
0.12499709260680603,0.5835788667683867,0.21398314953495975,0.07744089108984764
0.1767784664334227,0.4827686371146436,0.22411351469649263,0.11633938175544095
0.14042511679675718,0.4771623892247926,0.2878284644598247,0.09458402951862555
0.1715546041594871,0.408703119532841,0.2888392434248276,0.13090303288284455
0.14723936867846066,0.3688109143795995,0.36642846969634774,0.1175212472455919
0.13146751466148549,0.35620950985509214,0.4157117484129765,0.0966112270704457
0.14033340380515869,0.29618184631051114,0.46858574242864504,0.0948990074556852
0.10168956782254476,0.29880495879049634,0.5483475621452562,0.051157911241702804
0.12024241079856336,0.2522376699484482,0.547995032376839,0.07952488687614939
0.08115057419741784,0.2336036661875553,0.6566834808662961,0.028562278748730772
0.08813117333328141,0.20072431650463227,0.6791743205008707,0.03197018966121579
0.0709483771671784,0.1794634797067676,0.7298525107190054,0.019735632407048703
0.06572254307279304,0.17281503512718785,0.7403301834361374,0.021132238363881676
0.06778749991268425,0.16918052332813013,0.7491654206067866,0.013866556152399168
0.07586126512060776,0.1567450272732335,0.7483302327684425,0.01906347483771638
0.07127314162521416,0.1277830086222231,0.7812838002791839,0.019660049473378825
0.08408595988025934,0.12320046976603523,0.7571605271154552,0.03555304323825008
0.09792839391949497,0.10442114961751713,0.7414973763230962,0.05615308013989159
0.08915235153526863,0.11063244857865935,0.747441899460992,0.05277330042508001
0.12941249472757466,0.09420633053786719,0.6811893125277846,0.09519186220677371
0.11177994882089808,0.08159461593549669,0.727049276240022,0.0795761590035833
0.15047541343713802,0.06973095005632575,0.6583422482557256,0.1214513882508107
0.14193814672055316,0.07698883687060971,0.6690532957010403,0.11201972070779667
0.15209068920036758,0.0767008049235803,0.6477617011001116,0.12344680477594047
0.16930051866774606,0.11848018482580727,0.5819793216258641,0.13023997488058253
0.12222761462569838,0.13619474353914277,0.6631999683866776,0.0783776734484812
0.16191648251362264,0.14440349120799428,0.5837397361402876,0.10994029013809531
0.11826833360882683,0.2047666851683409,0.6072653886847593,0.06969959253807295
0.1427992095654857,0.22632091387018774,0.5465625210167058,0.08431735554762075
0.11017322014034428,0.3065691056309299,0.5319856585935262,0.05127201563519979
0.10362625487771124,0.30843842352758044,0.5519061643569282,0.036029157237780066
0.09982656779978079,0.35954345294105766,0.49368495267216483,0.04694502658699682
0.07108249849263791,0.408972510961542,0.503962949825556,0.01598204072026426
0.08317272739011582,0.44470189890029294,0.4518501394411126,0.02027523426847873
0.0706098793207868,0.4852341031981572,0.43658334370132446,0.007572673779731389
0.07327356179183585,0.5013143526415016,0.4135892801510388,0.011822805415624015
0.07109519763774756,0.526145956310058,0.39096756557049006,0.011791280481704563
0.08469205327077486,0.5204796103196995,0.3533255671370329,0.04150276927249262
0.08267050528622998,0.5807306132298868,0.3076496608433094,0.028949220640573814
0.11902322843773284,0.5346045012233097,0.2807832148500289,0.06558905548892836
0.10966777135419446,0.6065909671969502,0.22850124848604275,0.05524001296281273
0.13116975872639747,0.5757146652024411,0.2164268273306581,0.07668874874050334
0.14299564198161255,0.5985027017270407,0.15672940230951385,0.10177225398183302
0.1412921682919366,0.6328957192173525,0.15100020814458529,0.07481190434612565
0.18786643786850157,0.5991077727301662,0.10392489778867559,0.10910089161265671
0.1381825677329997,0.7067276680382699,0.07910302524616979,0.07598673898256073
0.16296682664415582,0.6531519941271902,0.07019934316373765,0.11368183606491632
0.14428853266294556,0.7030203004836144,0.05961403217183122,0.0930771346816089
0.14952128776521015,0.716067718523641,0.05793386272059113,0.07647713099055771
0.14703793255130732,0.715298079350511,0.06311048712080149,0.07455350097738021
0.1224206209056809,0.7678252217356539,0.06561208508340385,0.044142072275261256
0.12685694102809927,0.734550074919426,0.08348901256991935,0.0551039714825554
0.0936679077918947,0.7812658199388691,0.10299929454776313,0.022066977721473206
0.0986285758099091,0.7803543056798099,0.09723538221644452,0.023781736293836418
0.08619461559316471,0.7697548748503333,0.13276576528665585,0.01128474426984621
0.08366045832902887,0.7615777420300318,0.1432146695908034,0.01154713005013595
0.07949417323479223,0.7497523901821606,0.16293318681734253,0.007820249765704751
0.08337339129936708,0.7284523335949042,0.17407883396413087,0.014095441141597895
0.08763502367794539,0.7215237370204844,0.17852342436731658,0.012317814934253782
0.09390376498842559,0.6733087121853012,0.2072681608300244,0.025519361996248862
0.10218853228702322,0.6119422732753063,0.24377224558025923,0.042096948857411366
0.10004026425895166,0.5767714357069972,0.2790269705288509,0.04416132950520042
0.1402036407752396,0.4772257317959305,0.2957593594143005,0.08681126801452954
0.12739860650032037,0.48336650737203646,0.32513675654906415,0.06409812957857909
0.16631142696101883,0.400621622791767,0.32138779497561176,0.11167915527160241
0.15004594617162753,0.33749481824366967,0.413648784440919,0.09881045114378395
0.1557690067132515,0.3056599848297715,0.42979859838409157,0.10877241007288531
0.16673525429240862,0.25826670221213094,0.46253963378988533,0.11245840970557516
0.1417153488008494,0.25622600653978056,0.5138838650109409,0.0881747796484291
0.16582473527726063,0.19212580574749827,0.5272913239133332,0.11475813506190809
0.13036412511857345,0.181451533988018,0.6182006493392186,0.0699836915541903
0.15569111650483214,0.14484990229712197,0.6129372381400662,0.08652174305798005
0.11128670415370555,0.1412971876347771,0.6989869232928059,0.04842918491871148
0.10593533415963528,0.14232252555509373,0.706486854733794,0.04525528555147702
0.09940162314568979,0.1291591328897031,0.7390237143316574,0.03241552963294973
0.07849357450916529,0.10735278647528608,0.7957696561498186,0.018383982865730196
0.08353308329956917,0.0871555313301162,0.8094067548105335,0.019904630559781127
0.07100067210936231,0.08136815868252084,0.8386784362522637,0.008952732955853112
0.0733480536830435,0.08385211089780088,0.8246186443670591,0.01818119105209673
0.07581521173219778,0.09087616533020655,0.8190408842075795,0.014267738730016296
0.08921078379218471,0.08406073059943574,0.784789747542883,0.04193873806549659
0.08143776703554913,0.07619141058708936,0.7989428533616876,0.04342796901567401
0.11637638579664375,0.0875671338644522,0.7201296444957024,0.07592683584320176
0.11581372105259323,0.10679756543620697,0.7161264481986093,0.0612622653125905
0.1422787618110907,0.11706124810106704,0.6488373034649448,0.09182268662289736
0.1402455860440593,0.14886056856743227,0.6036714910151326,0.10722235437337582
0.14164001669316895,0.14284996178855966,0.6214848613783825,0.09402516013988892
0.1813474285267951,0.1894994115270611,0.5029368723334152,0.1262162876127286
