ground,excited
0.9918131384835359,0.008186861516464
0.9784587009188289,0.02154129908117124
0.9791451863921736,0.020854813607826064
0.9707451328448767,0.02925486715512343
0.9710139844906074,0.028986015509392733
0.9603164003639001,0.03968359963609991
0.9616247100621956,0.03837528993780445
0.948463379100645,0.051536620899355054
0.9261224413540896,0.07387755864591036
0.9268579612152855,0.0731420387847143
0.9272232615071876,0.07277673849281233
0.9108028683297456,0.08919713167025456
0.8736090328358891,0.12639096716411102
0.8572255435733163,0.1427744564266837
0.8581131760079191,0.14188682399208088
0.8453937842921917,0.15460621570780841
0.8321529645609609,0.16784703543903917
0.8032833177659118,0.1967166822340882
0.7709898188486435,0.22901018115135663
0.7719051724122273,0.22809482758777283
0.7247561566573509,0.275243843342649
0.7229923790608526,0.2770076209391474
0.6864152865149635,0.3135847134850365
0.6511838293714505,0.3488161706285493
0.6235355210245099,0.37646447897549007
0.6211163063467104,0.37888369365328955
0.5716220503130879,0.42837794968691206
0.5601083750227746,0.4398916249772253
0.5767033509456614,0.4232966490543388
0.5017912071349239,0.4982087928650761
0.467767853413391,0.5322321465866091
0.45209009055336835,0.5479099094466316
0.41983840375633963,0.5801615962436604
0.4012946016579283,0.5987053983420717
0.38588006999943303,0.614119930000567
0.36083352465168855,0.6391664753483115
0.35611893610707035,0.6438810638929297
0.3278198232294669,0.6721801767705332
0.2897951565687507,0.7102048434312496
0.2723498047007742,0.7276501952992259
0.24645093812947724,0.7535490618705228
0.20514950116114306,0.7948504988388567
0.21421856147720317,0.7857814385227967
0.19365611472713853,0.8063438852728617
0.17727301392158637,0.8227269860784137
0.15929853688859585,0.8407014631114039
0.1318591426350299,0.8681408573649702
0.11597905808849683,0.8840209419115032
0.11233972955579614,0.8876602704442038
0.09292653695644053,0.9070734630435595
0.08286577489788038,0.9171342251021196
0.06950153761220021,0.9304984623877997
0.04760767690300871,0.9523923230969918
0.049155779001513675,0.9508442209984862
0.06968951311876903,0.930310486881231
0.05694359456122819,0.9430564054387719
0.05167901196189022,0.9483209880381097
0.03582763722056173,0.9641723627794383
0.040859852434636246,0.9591401475653638
0.033894127325537246,0.9661058726744629
0.032065115547850236,0.9679348844521499
0.048172751587490334,0.9518272484125098
0.031295664158851814,0.968704335841148
0.05531505347202452,0.9446849465279755
0.05892596600858122,0.9410740339914186
