alpha_rad,FI
5.342130262799251600e-02,1.542559757834325793e-02
6.154946879361299777e-02,2.034950132265598080e-02
6.967763495923348649e-02,2.589498053714475723e-02
7.780580112485396826e-02,3.203453572214307044e-02
8.593396729047445004e-02,3.873841259206477899e-02
9.406213345609493182e-02,4.597494216061635830e-02
1.021902996217154136e-01,5.371088854312285749e-02
1.103184657873358954e-01,6.849640900445885805e-02
1.184466319529563771e-01,7.797797148535043354e-02
1.265747981185768589e-01,8.787468962807196138e-02
1.347029642841973407e-01,9.814486721799289826e-02
1.428311304498178225e-01,1.087471182211672549e-01
1.509592966154383042e-01,1.196407674134704890e-01
1.590874627810587860e-01,1.307859480131875474e-01
1.672156289466792678e-01,1.392364445833751407e-01
1.753437951122997496e-01,1.505884631134541685e-01
1.834719612779202313e-01,1.620864714552454622e-01
1.916001274435407131e-01,1.736973401334690192e-01
1.997282936091611949e-01,1.853895518668574605e-01
2.078564597747816767e-01,1.971334488061193546e-01
2.159846259404021585e-01,2.238550093777310623e-01
2.241127921060226402e-01,2.362450516191669792e-01
2.322409582716431220e-01,2.485856928995939796e-01
2.403691244372636038e-01,2.608540522256485583e-01
2.484972906028840856e-01,2.730293114375260677e-01
2.566254567685045673e-01,2.850927100211573251e-01
2.647536229341250213e-01,2.970274019290376488e-01
2.728817890997455309e-01,3.349085890037612478e-01
2.810099552653659849e-01,3.470046208472160609e-01
2.891381214309864944e-01,3.588941297890937410e-01
2.972662875966069485e-01,3.705687203469827384e-01
3.053944537622274025e-01,3.820214351869523073e-01
3.135226199278479120e-01,3.932467915704376260e-01
3.216507860934684215e-01,4.365108427434578053e-01
3.297789522590888756e-01,4.474530486444197597e-01
3.379071184247093296e-01,4.581284567944752806e-01
3.460352845903298391e-01,4.685381000345587021e-01
3.541634507559503486e-01,4.786838254626303857e-01
3.622916169215708027e-01,4.885680800327610318e-01
3.704197830871912567e-01,4.981939893911027650e-01
3.785479492528117662e-01,5.233382292988346673e-01
3.866761154184322757e-01,5.325134578067369784e-01
3.948042815840527298e-01,5.414326774240494355e-01
4.029324477496731838e-01,5.501011713654077040e-01
4.110606139152936933e-01,5.585244272699362300e-01
4.191887800809142028e-01,5.667080290797502640e-01
4.273169462465346569e-01,5.746577601441440475e-01
4.354451124121551109e-01,5.969861915088857662e-01
4.435732785777756204e-01,6.044519035905071558e-01
4.517014447433961299e-01,6.116970948202355984e-01
4.598296109090165840e-01,6.187280432282082909e-01
