ground,excited
0.008504152049927487,0.9914958479500724
0.006851739850540489,0.9931482601494593
0.008429560323984495,0.9915704396760155
0.002230379381729739,0.9977696206182701
0.00836650548441882,0.991633494515581
0.0028030561674162965,0.9971969438325838
0.002198549351076522,0.9978014506489233
0.007085593004593139,0.9929144069954069
0.004445389260828351,0.9955546107391717
0.01327876604185579,0.9867212339581443
0.006419747848504383,0.9935802521514957
0.011833429426719558,0.9881665705732805
0.006394575735222894,0.9936054242647772
0.004003524295415278,0.9959964757045847
0.0015960319457370663,0.998403968054263
0.0029835051629633295,0.9970164948370367
0.0024705831823769063,0.9975294168176232
0.0051052712323394565,0.9948947287676606
0.005128855631943433,0.9948711443680567
0.004203872427566369,0.9957961275724337
0.004143242274082481,0.9958567577259178
0.0010820114417023228,0.9989179885582975
0.001652768768648286,0.9983472312313517
0.011770463007524072,0.9882295369924758
0.008747920771170663,0.9912520792288295
0.004012501641753679,0.9959874983582462
0.016578067651341264,0.9834219323486586
0.013425908593375533,0.9865740914066244
0.003340185212569145,0.9966598147874308
0.01580777872789632,0.9841922212721036
0.008358660852716672,0.9916413391472834
0.0023936682416658165,0.9976063317583341
0.003055299830286003,0.9969447001697139
0.008184388118047307,0.9918156118819527
0.019039497469743857,0.9809605025302561
0.004234269316747298,0.9957657306832529
0.0077532678098135785,0.9922467321901864
0.010492796711051258,0.9895072032889487
0.012734168117487517,0.9872658318825123
0.00960044789449979,0.9903995521055002
0.005497706246153103,0.994502293753847
0.006470467804563744,0.9935295321954363
0.0041817683184748045,0.9958182316815253
0.009425261548047022,0.990574738451953
0.004733284968193638,0.9952667150318064
0.005718226314650655,0.9942817736853493
0.009530131183625612,0.9904698688163744
0.0038630267789383894,0.9961369732210615
0.009555135285732748,0.9904448647142673
0.0019348074291195743,0.9980651925708806
0.008647506825017469,0.9913524931749824
0.0034607727952637333,0.9965392272047364
0.0026320052691063923,0.9973679947308935
0.0034649442457341203,0.9965350557542658
0.007062855719188253,0.9929371442808117
0.008537062764688672,0.9914629372353113
0.008051692601164517,0.9919483073988355
0.008407502081649415,0.9915924979183505
0.014436884369203172,0.9855631156307967
0.007851543283542423,0.9921484567164577
0.005706197101525721,0.9942938028984741
0.011759595511789062,0.9882404044882109
0.009155703987534845,0.990844296012465
0.01594842911422582,0.984051570885774
0.01281794504376776,0.9871820549562322
0.018209873113486798,0.9817901268865131
0.011206986847977796,0.9887930131520223
0.008264148313681871,0.9917358516863181
0.012542643660123906,0.987457356339876
0.004495003528944427,0.9955049964710557
0.002196680609360742,0.9978033193906393
0.012929198036944426,0.9870708019630555
0.007303370554234448,0.9926966294457655
0.006611254082084505,0.9933887459179157
0.0025916599110262306,0.9974083400889738
0.004309375809190938,0.9956906241908091
0.008255847793041173,0.9917441522069588
0.009347316018769296,0.9906526839812306
0.010895158212938802,0.9891048417870612
0.00889094570329514,0.9911090542967049
0.012948214148043095,0.987051785851957
0.01942764530339537,0.9805723546966048
0.00995347630793346,0.9900465236920666
0.010738397103810637,0.9892616028961894
0.004140941003466598,0.9958590589965333
0.009615666235653467,0.9903843337643464
0.007065577090603268,0.9929344229093966
0.01380660664838387,0.9861933933516162
0.006828013223216398,0.9931719867767835
0.008923292983792694,0.9910767070162074
0.006339505502615667,0.9936604944973845
0.006977497185576986,0.9930225028144231
0.009020571675922495,0.9909794283240774
0.011704408350501868,0.9882955916494982
0.008019956300852558,0.9919800436991473
0.00854550593136276,0.9914544940686372
0.012683285754966269,0.9873167142450336
0.009115818450078663,0.9908841815499214
0.012366319357021538,0.9876336806429786
0.008088702318931513,0.9919112976810688
0.0029668085098117736,0.9970331914901882
0.0032837137685200433,0.9967162862314799
0.009442702358122959,0.990557297641877
0.012633841287020175,0.9873661587129798
0.00961789587312123,0.9903821041268787
0.00536839392512261,0.9946316060748773
0.007751663216186014,0.992248336783814
0.007513768407308676,0.9924862315926913
0.009642631784209363,0.9903573682157907
0.0042657127276350916,0.9957342872723651
0.0017238336850709936,0.9982761663149292
0.005879104043421564,0.9941208959565782
0.010045934951128514,0.9899540650488717
0.009626740588156645,0.9903732594118434
0.006718823809658363,0.9932811761903416
0.002859830696815045,0.997140169303185
0.005996213273568317,0.9940037867264316
0.0014383533485756556,0.9985616466514246
0.012989025984924225,0.9870109740150756
0.006600111126012922,0.993399888873987
0.005062202173936486,0.9949377978260635
0.010748193607923678,0.9892518063920762
0.0024899762499138328,0.9975100237500861
0.012972306766670234,0.9870276932333296
0.003977927451268008,0.9960220725487321
0.004545370099031384,0.9954546299009686
0.01566570452696113,0.984334295473039
0.004300259791288843,0.9956997402087111
0.014595821394385115,0.9854041786056147
0.013682814308475306,0.9863171856915247
0.014266162367399412,0.9857338376326006
0.004174021690030504,0.9958259783099693
0.018804368686690186,0.9811956313133098
0.005045071241746747,0.9949549287582533
0.01205974768085191,0.987940252319148
0.00842321688977643,0.9915767831102236
0.006600676323992752,0.9933993236760074
0.01575368008510259,0.9842463199148974
0.012478878506633017,0.987521121493367
0.014639933374817345,0.9853600666251825
0.0156277482267252,0.9843722517732749
0.01144916233528261,0.9885508376647174
0.013723737027475999,0.9862762629725239
0.012327036262882079,0.9876729637371178
0.018104300870012215,0.9818956991299876
0.02390874973793345,0.9760912502620666
0.002728511008469564,0.9972714889915304
0.01078786791164092,0.989212132088359
0.016781607739777094,0.9832183922602229
0.011342633549597098,0.988657366450403
0.01272015820578004,0.9872798417942201
0.007833106614813054,0.992166893385187
0.00689034424660095,0.993109655753399
