ACS_frequency
4.1
4.109999999999999
4.119999999999999
4.13
4.14
4.1499999999999995
4.159999999999999
4.17
4.18
4.1899999999999995
4.199999999999999
4.21
4.22
4.2299999999999995
4.239999999999999
4.25
4.26
4.27
4.279999999999999
4.29
4.3
4.31
4.319999999999999
4.33
4.34
4.35
