Q2_delta_freq
-5.965120000000000000e+05
-7.565230000000000000e+05
-1.360695000000000000e+06
2.114717000000000000e+06
1.010825000000000000e+06
6.719820000000000000e+05
7.278030000000000000e+05
9.036580000000000000e+05
8.985610000000000000e+05
9.252870000000000000e+05
1.064361000000000000e+06
1.004260000000000000e+06
9.014590000000000000e+05
8.576060000000000000e+05
9.677650000000000000e+05
1.163793000000000000e+06
1.511051000000000000e+06
3.548153000000000000e+06
-2.950243000000000000e+06
-1.592068000000000000e+06
-1.038679000000000000e+06
-7.042980000000000000e+05
-5.025140000000000000e+05
-3.895560000000000000e+05
-2.955530000000000000e+05
-2.140570000000000000e+05
